V,Rinit,Rfinal,dR,dw,w
-1.291,1158020595.396,1156701203.836,-1319391.56,0.0015727456752328006,0.9362718662538849
0.726,1156701203.837,1177943017.007,21241813.17,-0.024892492454840376,0.9378446119279243
-0.246,1177943017.007,1180400627.974,2457610.967,-0.002822160386204531,0.912952119473084
1.666,1180400627.973,2105659908.551,925259280.578,-0.5943852979410417,0.9101299590880255
0.122,2105659908.551,2090117506.4060001,-15542402.145,0.0056387323350555185,0.31574466114698385
1.572,2090117506.406,2166670006.949,76552500.543,-0.02699095032543647,0.32138339348203954
-0.331,2166670006.95,2154449233.9049997,-12220773.045,0.0041801504327842465,0.294392443156263
1.53,2154449233.905,2180081251.6280003,25632017.723,-0.008713569881035887,0.29857259358904714
2.144,2180081251.628,2649497920.1439996,469416668.516,-0.12976109833525915,0.2898590237080114
2.387,2649497920.144,2873998860.459,224500940.315,-0.04707499242557263,0.1600979253727521
2.903,2873998860.459,3041202978.25,167204117.791,-0.03054479670670074,0.11302293294717948
1.391,3041202978.25,3024439741.441,-16763236.809,0.002909978672054045,0.08247813624047874
1.386,3024439741.441,3002545407.87,-21894333.571,0.0038496343366040964,0.08538811491253279
0.484,3002545407.87,2994155408.6429996,-8389999.227,0.0014901166505906088,0.08923774924913688
1.733,2994155408.642,3015588329.974,21432921.332,-0.003790157406223446,0.09072786589990554
-2.627,3015588329.975,1179526950.717,-1836061379.258,0.8241941774067314,0.08693770849350652
0.006,1179526950.716,1183782184.078,4255233.362,-0.004865931415040992,0.9111318859013857
-0.743,1183782184.078,1184399095.119,616911.041,-0.0007025462912572111,0.9062659544863447
-2.801,1184399095.119,1159144782.9789999,-25254312.14,0.029371225061113226,0.9055634081950875
-1.938,1159144782.979,1154667744.3560002,-4477038.623,0.005340948509871657,0.9349346332562004
-0.375,1154667744.357,1156942086.3720002,2274342.015,-0.0027183751382192645,0.9402755817648745
-1.825,1156942086.372,1153053429.614,-3888656.758,0.004654369179025619,0.9375572066266555
-1.235,1153053429.613,1151715480.207,-1337949.406,0.0016086713378397066,0.9422115758068821
-1.127,1151715480.208,1151997419.526,281939.318,-0.0003392979247207606,0.9438202471435182
2.877,1151997419.526,2890102410.7790003,1738104991.253,-0.8335536108673792,0.9434809492187974
2.606,2890102410.779,3058134369.837,168031959.058,-0.030355987390847355,0.10992733835141827
1.619,3058134369.837,3045662861.8719997,-12471507.965,0.002137976099908623,0.07957135096057091
-0.664,3045662861.872,2854960851.349,-190702010.523,0.035018340050740865,0.08170932706047945
1.765,2854960851.349,2994619417.561,139658566.212,-0.026082430235308568,0.11672766711122032
-2.471,2994619417.561,1180993794.468,-1813625623.093,0.8188053280145565,0.09064523687591175
2.949,1180993794.468,2953991581.1239996,1772997786.656,-0.8114721019260751,0.9094505648904683
-0.782,2953991581.124,2515701119.613,-438290461.511,0.09417074190071917,0.09797846296439305
-2.949,2515701119.613,1171762858.633,-1343938260.98,0.7279521214692596,0.19214920486511222
1.494,1171762858.633,1945518667.9819999,773755809.349,-0.5419398181277922,0.9201013263343718
-0.529,1945518667.981,1916524803.9029999,-28993864.078,0.01241590900125511,0.3781615082070014
2.776,1916524803.904,2910159731.393,993634927.489,-0.28445779992010134,0.3905774172078218
-1.882,2910159731.392,1205458315.2510002,-1704701416.141,0.7758925231907593,0.10611961728790897
-1.943,1205458315.251,1184371039.7589998,-21087275.492,0.023583201639025053,0.8820121404786686
-2.696,1184371039.759,1155334758.246,-29036281.513,0.0338818915897503,0.9055953421176937
-0.301,1155334758.246,1158993645.8170002,3658887.571,-0.004362972137889165,0.939477233707444
-0.984,1158993645.817,1158272089.6959999,-721556.121,0.0008582241628647402,0.9351142615695551
-2.581,1158272089.697,1150387249.108,-7884840.589,0.00944844926892674,0.9359724857312295
-0.9,1150387249.108,1153851701.21,3464452.102,-0.0041673768633425645,0.9454209350001562
-1.044,1153851701.21,1152203156.46,-1648544.75,0.0019799031848648507,0.9412535581368137
0.79,1152203156.461,1188541273.582,36338117.121,-0.04236833144865937,0.9432334613204759
0.977,1188541273.581,1266480071.936,77938798.355,-0.0826729331670023,0.9008651298729468
0.123,1266480071.936,1265102156.999,-1377914.937,0.0013731586602088175,0.8181921967059445
0.889,1265102156.999,1269518852.355,4416695.356,-0.00439091432030414,0.8195653553661533
-1.755,1269518852.355,1158465311.494,-111053540.861,0.1205681204450415,0.8151744410458491
-0.662,1158465311.494,1159588346.1369998,1123034.643,-0.0013348379530963017,0.9357425614908906
2.274,1159588346.137,2677541053.398,1517952707.261,-0.7806215379131346,0.934407723537794
1.599,2677541053.398,2717155029.9969997,39613976.599,-0.008694010353728104,0.15378618562465937
-0.674,2717155029.997,2527149482.787,-190005547.21,0.04418177906270554,0.1450921752709311
2.379,2527149482.787,2873199940.237,346050457.45,-0.07609654103719793,0.18927395433363664
1.391,2873199940.237,2860409853.825,-12790086.412,0.0024848583312302996,0.11317741329643871
-0.388,2860409853.826,2836911624.5290003,-23498229.297,0.004623632779082218,0.11566227162747378
-0.881,2836911624.529,2300925374.6619997,-535986249.867,0.13110751233550866,0.12028590440655608
2.923,2300925374.663,2943550790.601,642625415.938,-0.15149772091561772,0.251393416741763
-1.762,2943550790.601,1231155624.2269998,-1712395166.374,0.7544696513963124,0.0998956958261453
1.614,1231155624.227,2183754179.16,952598554.933,-0.565738174568475,0.8543653472224574
-0.188,2183754179.16,2165879279.304,-17874899.856,0.006034313797918689,0.2886271726539824
-0.099,2165879279.304,2157012149.911,-8867129.393,0.003030529228750356,0.2946614864519011
1.597,2157012149.91,2249415152.06,92403002.15,-0.030407880014563682,0.2976920156809946
-2.121,2249415152.06,1176197295.334,-1073217856.726,0.6476798209141935,0.26728413566643094
2.99,1176197295.334,2812138596.25,1635941300.916,-0.7897199115585042,0.9149639565806245
-1.752,2812138596.251,1210851652.51,-1601286943.741,0.7508683033059429,0.1252440450219184
-0.997,1210851652.51,1207700297.094,-3151355.416,0.0034408801313547954,0.8761123483278613
-2.173,1207700297.094,1161662804.138,-46037492.956,0.052395583059000495,0.8795532284592161
-0.762,1161662804.138,1163829347.703,2166543.565,-0.0025587055266355074,0.9319488115182166
1.081,1163829347.703,1350484486.31,186655138.607,-0.18961963904288948,0.9293901059915811
0.844,1350484486.309,1350133494.4490001,-350991.86,0.0003073640022309698,0.7397704669495669
0.259,1350133494.449,1349381983.0509999,-751511.398,0.0006586371484503806,0.7400778309517981
-0.233,1349381983.052,1347590844.468,-1791138.584,0.0015727456746836843,0.7407364680993713
0.388,1347590844.468,1346706125.156,-884719.312,0.0007783893570335598,0.742309213774055
0.941,1346706125.156,1351342220.661,4636095.505,-0.004067583356920257,0.7430876031310886
1.381,1351342220.661,1685915608.1230001,334573387.462,-0.23448360652121902,0.7390200197741683
2.499,1685915608.122,2754263255.236,1068347647.114,-0.36736145567576495,0.5045364132535112
-2.382,2754263255.236,1168190181.361,-1586073073.875,0.7870937456214138,0.13717495757774625
-0.04,1168190181.362,1171289355.323,3099173.961,-0.003616516703847994,0.9242687031979901
-2.498,1171289355.322,1152525182.675,-18764172.647,0.022194076017779674,0.9206521864953058
-2.848,1152525182.675,1145573789.271,-6951393.404,0.0084066050533802,0.9428462625130855
1.383,1145573789.272,1680308672.703,534734883.431,-0.4435561935234915,0.9512528675652486
-0.582,1680308672.703,1648682290.6790001,-31626382.024,0.01822828203879201,0.5076966740417571
-2.61,1648682290.679,1151967560.593,-496714730.086,0.4175919188017254,0.5259249560805492
0.043,1151967560.593,1155488280.46,3520719.867,-0.004223261228319508,0.9435168748822746
-2.221,1155488280.46,1145140880.957,-10347399.503,0.0124861636299205,0.9392936136539551
2.772,1145140880.957,2771534127.2860003,1626393246.329,-0.8182173446696227,0.9517797772838756
-1.376,2771534127.285,1322773194.001,-1448760933.284,0.6309767828404741,0.13356243261446088
0.143,1322773194.001,1323469077.145,695883.144,-0.0006346867064596085,0.764539215454935
-1.527,1323469077.145,1230663204.401,-92805872.744,0.09097974471199044,0.7639045287484754
-2.884,1230663204.401,1149458317.7680001,-81204886.633,0.09165834056148237,0.8548842734604658
1.475,1149458317.768,1805935930.8109999,656477613.043,-0.5049479616769439,0.9465426140219485
0.61,1805935930.811,1799396122.661,-6539808.15,0.003213350934368364,0.4415946523450046
-0.282,1799396122.661,1796490824.647,-2905298.014,0.0014350306348272501,0.444808003279373
2.598,1796490824.648,2770973498.41,974482673.762,-0.312564042482959,0.4462430339137056
-0.091,2770973498.409,2734644458.619,-36329039.79,0.007654960355932355,0.13367899143095455
-1.806,2734644458.619,1200602702.557,-1534041756.062,0.7460351041614309,0.1413339517868869
0.178,1200602702.557,1201435715.681,833013.124,-0.0009220920077105399,0.8873690559483178
2.546,1201435715.68,2772125721.445,1570690005.765,-0.7530074769281645,0.8864469639417134
-2.735,2772125721.446,1161672925.18,-1610452796.266,0.7984973492836573,0.1334394870133411
-1.785,1161672925.18,1149729238.765,-11943686.415,0.014278455020508396,0.9319368362969984
-1.43,1149729238.764,1149494653.4129999,-234585.351,0.0002834135603247967,0.9462152913187146
-0.364,1149494653.413,1151577214.548,2082561.135,-0.002512002165398708,0.9464987048790391
1.998,1151577214.548,2470328269.572,1318751055.024,-0.7401800195026507,0.9439867027136404
1.435,2470328269.572,2489794952.937,19466683.365,-0.005053543208505151,0.20380668321098977
2.929,2489794952.937,2917797617.1809998,428002664.244,-0.09406975087140038,0.19875314000248462
0.189,2917797617.181,2879605839.5530005,-38191777.628,0.007257782197089432,0.10468338913108416
2.609,2879605839.553,2979773298.848,100167459.295,-0.01863943128880262,0.11194117132817367
2.213,2979773298.847,3015263262.635,35489963.788,-0.006306949659753508,0.09330174003955084
-1.152,3015263262.635,1707954327.5930002,-1307308935.042,0.4053209099728107,0.08699479037979733
0.226,1707954327.593,1704639645.5709999,-3314682.022,0.0018178385285153031,0.4923157003526082
-2.427,1704639645.571,1164656178.9370003,-539983466.634,0.43428258248066887,0.4941335388811233
-0.815,1164656178.938,1164917349.114,261170.176,-0.0003073640020472279,0.9284161213606154
0.433,1164917349.114,1165182030.563,264681.449,-0.00031135574311513814,0.9281087573585681
-1.972,1165182030.563,1151168580.0049999,-14013450.558,0.016681482676087156,0.927797401615453
2.633,1151168580.005,2756056606.6470003,1604888026.642,-0.8076811461714085,0.9444788842915398
-1.366,2756056606.647,1316473693.5649998,-1439582913.082,0.6335175255351209,0.13679773812013135
2.238,1316473693.564,2710311719.726,1393838026.162,-0.6237393585190227,0.7703152636561734
2.339,2710311719.727,2843002978.7570004,132691259.03,-0.027495905472422866,0.14657590513693325
0.942,2843002978.756,2818958056.723,-24044922.033,0.004790487523154169,0.119079999664708
-0.709,2818958056.723,2617155322.28,-201802734.443,0.04367482804570094,0.12387048718786217
-1.18,2617155322.28,1591621703.354,-1025533618.926,0.3930997978975962,0.1675453152335631
-0.3,1591621703.354,1590026716.424,-1594986.93,0.0010063177275817514,0.5606451131311593
-0.785,1590026716.424,1578955678.714,-11071037.71,0.007041030699395212,0.561651430858741
0.161,1578955678.714,1575864065.966,-3091612.748,0.001983894924344698,0.5686924615581362
1.274,1575864065.966,1933601104.8600001,357737038.894,-0.18745651497896193,0.5706763564824809
-2.738,1933601104.86,1156189661.3519998,-777411443.508,0.5552355066892489,0.3832198415035192
2.206,1156189661.352,2611612141.646,1455422480.294,-0.769615112408755,0.9384553481927678
2.859,2611612141.646,2881310881.199,269698739.553,-0.05722718550779109,0.16884023578401275
0.638,2881310881.199,2838262330.654,-43048550.545,0.008405008356656904,0.11161305027622166
-0.943,2838262330.653,2103957596.8379998,-734304733.815,0.1963401329967774,0.12001805863307677
-0.871,2103957596.839,2016544741.331,-87412855.508,0.032896730085925585,0.3163581916294934
-0.688,2016544741.33,2006518174.289,-10026567.041,0.003956612976400542,0.34925492171581163
1.258,2006518174.289,2259498933.516,252980759.227,-0.08909524412069697,0.35321153469221217
1.339,2259498933.517,2317674352.848,58175419.331,-0.017737697157055754,0.26411629057120234
1.048,2317674352.847,2312479585.1410003,-5194767.706,0.001547597710751275,0.24637859341444382
-0.923,2312479585.141,2003583408.9269998,-308896176.214,0.1064509317318609,0.24792619112519518
-2.163,2003583408.927,1162641987.6529999,-840941421.274,0.5764140839766559,0.3543771228570559
1.721,1162641987.653,2150508729.722,987866742.069,-0.6308606231978121,0.9307912068337115
0.03,2150508729.721,2127470591.7080002,-23038138.013,0.0080401632940022,0.29993058363624464
2.895,2127470591.708,2792397140.3059998,664926548.598,-0.17871260787163737,0.307970746930247
2.761,2792397140.306,2915621902.1520004,123224761.846,-0.024166394895728874,0.12925813905860956
2.19,2915621902.152,2929675340.703,14053438.551,-0.0026269642854598596,0.10509174416288077
0.845,2929675340.703,2911314094.399,-18361246.304,0.0034372875646486306,0.1024647798774209
-0.153,2911314094.399,2892943027.103,-18371067.296,0.003482793403867354,0.10590206744206954
-1.325,2892943027.103,1427531370.002,-1465411657.101,0.5665736458114052,0.10938486084593689
2.082,1427531370.002,2691976630.951,1264445260.949,-0.5253701041798662,0.6759585066573421
-0.785,2691976630.951,2345878701.65,-346097929.301,0.0875073298330512,0.150588402477476
-1.414,2345878701.65,1349350119.249,-996528582.401,0.5026686779709288,0.23809573231052722
1.275,1349350119.249,1812577657.624,463227538.375,-0.30240945435659833,0.7407644102814561
0.432,1812577657.624,1806086783.3730001,-6490874.251,0.003165849224764483,0.4383549559248578
1.023,1806086783.373,1812291048.5059998,6204265.133,-0.0030265374888528984,0.4415208051496223
-0.471,1812291048.506,1803923443.293,-8367605.213,0.004086743710141838,0.4384942676607692
1.194,1803923443.293,1818823366.7879999,14899923.495,-0.007250996238785112,0.44258101137091105
-1.472,1818823366.788,1297426619.173,-521396747.615,0.35279080526487905,0.43533001513212577
-1.295,1297426619.172,1280791016.5319998,-16635602.64,0.01598452482084778,0.7881208203979537
-2.775,1280791016.532,1144475758.573,-136315257.959,0.14848475534409422,0.8041053452188015
-1.447,1144475758.573,1139442072.19,-5033686.383,0.0061632470086828706,0.9525901005628957
2.081,1139442072.189,2490539064.7279997,1351096992.539,-0.7601918111042363,0.9587533475728088
0.374,2490539064.728,2466232650.8240004,-24306413.904,0.00631852570663663,0.19856153646857233
1.88,2466232650.824,2600313597.8199997,134080946.996,-0.03338332322757098,0.20488006217520904
0.123,2600313597.82,2571788254.386,-28525343.434,0.0068107072844720284,0.1714967389476379
0.594,2571788254.386,2565946426.888,-5841827.498,0.0014134752369563686,0.17830744623210992
-2.507,2565946426.888,1150678468.793,-1415267958.095,0.765348740384797,0.1797209214690663
-0.216,1150678468.792,1153242919.088,2564450.296,-0.0030856152445548624,0.9450696618550691
-1.948,1153242919.088,1139146779.062,-14096140.026,0.01713254932893371,0.9419840466105143
1.747,1139146779.062,2129644221.6360002,990497442.574,-0.6519118639709511,0.959116595939448
0.779,2129644221.636,2112409773.697,-17234447.939,0.006116942821983551,0.3072047319684969
1.461,2112409773.698,2158545140.5759997,46135366.878,-0.016155371305771327,0.3133216747901225
-1.179,2158545140.575,1374225709.7009997,-784319430.874,0.4221784283960744,0.2971663034846938
1.852,1374225709.702,2259895943.092,885670233.39,-0.4553525844318333,0.7193447318799225
1.244,2259895943.091,2254816852.501,-5079090.59,0.0015915068539711918,0.26399214744840194
2.415,2254816852.501,2690857475.37,436040622.869,-0.11474856227483066,0.26558365430237313
-0.671,2690857475.37,2518366763.6029997,-172490711.767,0.04064230294660126,0.15083509202754247
1.67,2518366763.603,2620378552.9880004,102011789.385,-0.024682526915313835,0.19147739497414365
-1.827,2620378552.988,1200440561.6859999,-1419937991.302,0.7207538162030867,0.1667948680588299
0.137,1200440561.686,1202953250.229,2512688.543,-0.0027782512423349948,0.8875486842619162
1.84,1202953250.229,2273513960.228,1070560709.999,-0.6250103286276892,0.8847704330195812
2.786,2273513960.228,2789499487.08,515985526.852,-0.12990799437784142,0.259760104391892
0.256,2789499487.081,2761233387.73,-28266099.351,0.005859475573106149,0.12985211001384545
1.488,2761233387.73,2771985483.112,10752095.382,-0.00224295886942269,0.1357115855869516
0.493,2771985483.112,2757460654.483,-14524828.629,0.003034121795233602,0.1334686267175289
-0.852,2757460654.483,2333710033.028,-423750621.455,0.10514204009043876,0.1365027485127625
1.627,2333710033.028,2626096969.944,292386936.916,-0.0761767750170933,0.24164478860320127
-1.978,2626096969.944,1184165574.7679996,-1441931395.176,0.7403612445114884,0.16546801358610796
0.681,1184165574.767,1200342217.566,16176642.799,-0.01817159932677559,0.9058292580987348
1.164,1200342217.566,1458156379.981,257814162.415,-0.23519054372697967,0.8876576587719592
-0.893,1458156379.981,1342822613.133,-115333766.848,0.09404939299577597,0.6524671150449796
2.489,1342822613.133,2641533357.283,1298710744.15,-0.5846015424875226,0.7465165080407555
0.574,2641533357.283,2611624077.607,-29909279.676,0.0069224760125793094,0.1619149655532329
1.9,2611624077.607,2707349099.13,95725021.523,-0.021616870371901742,0.1688374415658122
1.334,2707349099.13,2708548042.1940002,1198943.064,-0.0002610598149926091,0.14722057119391047
1.789,2708548042.194,2728406876.404,19858834.21,-0.0042907216387612634,0.14695951137891802
-0.117,2728406876.404,2710319065.536,-18087810.868,0.0039055187007748238,0.14266878974015676
-0.243,2710319065.536,2703725734.061,-6593331.475,0.0014366273308013544,0.14657430844093158
-0.144,2703725734.062,2695721149.213,-8004584.849,0.0017535715099057658,0.14801093577151453
-1.435,2695721149.213,1331717516.0809999,-1364003633.132,0.6066674836418576,0.1497645072814203
0.334,1331717516.08,1334036815.414,2319299.334,-0.002084486780397854,0.756431990924178
2.351,1334036815.414,2690312721.951,1356275906.537,-0.6033922607335773,0.7543475041437802
1.58,2690312721.951,2722353311.096,32040589.145,-0.006985146335100029,0.15095524341020286
0.894,2722353311.096,2706253746.4700003,-16099564.626,0.003489180188305102,0.14397009707510283
-0.211,2706253746.47,2691820835.0969996,-14432911.373,0.003163454180608094,0.14745927726340802
0.796,2691820835.097,2688508106.524,-3312728.573,0.0007308876472865433,0.15062273144401603
0.027,2688508106.524,2684965602.234,-3542504.29,0.0007835786192003369,0.15135361909130257
-2.736,2684965602.234,1162067783.413,-1522897818.821,0.7793326049739346,0.1521371977105029
1.75,1162067783.414,2212059039.856,1049991256.442,-0.6521984709232129,0.9314698026832552
-0.573,2212059039.856,2152955658.264,-59103381.592,0.019815397978386773,0.27927133176004226
-0.278,2152955658.264,2147058476.212,-5897182.052,0.00203698507036032,0.29908672973842904
-0.423,2147058476.211,2142496361.773,-4562114.438,0.0015835233735166931,0.30112371480913575
0.003,2142496361.773,2138121585.353,-4374776.42,0.0015248447910338192,0.30270723818265244
0.525,2138121585.353,2130361053.5909998,-7760531.762,0.0027203710084305333,0.30423208297368626
-1.548,2130361053.591,1212985004.473,-917376049.118,0.5668406932367793,0.3069524539821168
2.738,1212985004.473,2699089934.352,1486104929.879,-0.7247679102394757,0.8737931472188961
-2.704,2699089934.351,1155679238.9149997,-1543410695.436,0.7900400491305859,0.14902523697963968
-0.881,1155679238.916,1156313326.222,634087.306,-0.0007576323070787039,0.93906528610903
0.124,1156313326.222,1157598330.7429998,1285004.521,-0.0015328282714993646,0.9383076538019512
-1.886,1157598330.743,1141435240.671,-16163090.072,0.019531585244309535,0.9367748255304515
-2.823,1141435240.672,1137442914.5839999,-3992326.088,0.004909840558038225,0.9563064107735354
1.569,1137442914.584,1931040608.8190002,793597694.235,-0.5769014754663175,0.9612162513315733
1.703,1931040608.818,2160802608.52,229761999.702,-0.08792127330110072,0.38431477586568397
2.015,2160802608.521,2472053435.907,311250827.386,-0.09303788600614121,0.2963935025642413
1.661,2472053435.907,2485878655.5620003,13825219.655,-0.003592167087813264,0.20335561655810008
0.035,2485878655.562,2468657309.632,-17221345.93,0.004480728476719542,0.1997634494702869
1.144,2468657309.633,2462759990.494,-5897319.139,0.0015487952329466537,0.20424417794674446
-1.266,2462759990.494,1372923881.668,-1089836108.826,0.5146534790205437,0.2057929731796911
-1.747,1372923881.668,1189347018.753,-183576862.915,0.1795085608859459,0.7204464522002348
2.034,1189347018.753,2425359559.5550003,1236012540.802,-0.6841643271736992,0.8999550130861808
0.557,2425359559.555,2405961491.384,-19398068.171,0.00530781706482536,0.2157906859124816
1.543,2405961491.383,2452367362.178,46405870.795,-0.012558014955409924,0.22109850297758282
-1.747,2452367362.178,1208050448.1859999,-1244316913.992,0.6706295333695935,0.2085404880221729
-2.37,1208050448.187,1149801946.615,-58248501.572,0.06695745164094602,0.8791700213906719
-2.9,1149801946.615,1133741858.317,-16060088.298,0.019671296153453532,0.9461274730316179
-2.25,1133741858.316,1130368189.178,-3373669.138,0.004203302526585739,0.9657987691863137
-2.298,1130368189.178,1129142895.856,-1225293.322,0.0015328282716241537,0.9700020717128994
-0.165,1129142895.856,1132547722.7289999,3404826.873,-0.004251203409481152,0.9715348999845236
1.639,1132547722.73,2000086003.698,867538280.968,-0.6115130571810414,0.9672836965737976
-0.998,2000086003.698,1508534534.1269999,-491551469.571,0.2601281428463956,0.3557706393927562
-1.75,1508534534.127,1168596311.3260002,-339938222.801,0.3078949038644654,0.6158987822391517
-2.566,1168596311.326,1135895724.773,-32700586.553,0.03933460882701767,0.9237936861036175
0.827,1135895724.772,1181341886.2480001,45446161.476,-0.054076105721892254,0.9631282949318724
-1.777,1181341886.249,1137740561.02,-43601325.229,0.051796822016147326,0.909052189208836
0.807,1137740561.02,1172126824.122,34386263.102,-0.041170809360642324,0.9608490112249833
1.202,1172126824.122,1419093908.539,246967084.417,-0.23706945588178752,0.919678201864341
1.139,1419093908.539,1438321191.505,19227282.966,-0.015040877416539256,0.6826087459825535
-2.014,1438321191.505,1147190244.2940001,-291130947.211,0.28172106277662945,0.6675678685660142
-2.096,1147190244.294,1137417039.645,-9773204.649,0.011959253911191459,0.949288931342644
0.045,1137417039.645,1140267107.57,2850067.925,-0.003508739715434306,0.9612481852538355
-1.396,1140267107.57,1137763214.409,-2503893.161,0.003081623504252784,0.9577394455384012
1.893,1137763214.409,2160490993.183,1022727778.774,-0.6643209870125744,0.960821069042654
-1.457,2160490993.183,1210763689.197,-949727303.986,0.5797080680649485,0.2965000820300796
0.835,1210763689.197,1256755058.4390001,45991369.242,-0.0482601401178695,0.8762081500950281
-1.38,1256755058.439,1201970028.8769999,-54785029.562,0.05790817640159085,0.8279480099771586
-1.176,1201970028.877,1200375717.599,-1594311.278,0.001764349208925764,0.8858561863787491
-0.1,1200375717.6,1203166734.847,2791017.247,-0.003085615245474904,0.8876205355865667
-1.23,1203166734.846,1198674266.261,-4492468.585,0.00497370840301381,0.884534920342195
0.377,1198674266.262,1201251704.276,2577438.014,-0.002858086047966779,0.8895086287440974
1.326,1201251704.276,1613469241.226,412217536.95,-0.33958932177506373,0.8866505426961306
-1.615,1613469241.226,1185866839.013,-427602402.213,0.3568336398318839,0.5470612209210669
-1.542,1185866839.013,1177021018.653,-8845820.36,0.0101190616378668,0.9038948607529508
-1.493,1177021018.653,1173447235.9450002,-3573782.708,0.004131451201395797,0.9140139223908176
2.299,1173447235.945,2457322452.309,1283875216.364,-0.7109177689517394,0.9181453735922137
1.189,2457322452.31,2460987200.406,3664748.096,-0.0009675978465199242,0.2072276046402099
2.1,2460987200.406,2585569419.954,124582219.548,-0.031261713262928315,0.20626000679368997
2.767,2585569419.953,2781821077.441,196251657.488,-0.04356625270993161,0.17499829353100047
1.979,2781821077.441,2787213657.347,5392579.906,-0.0011105021489749567,0.13143204082106885
-0.037,2787213657.347,2773898172.972,-13315484.375,0.0027499098864701144,0.1303215386720939
0.766,2773898172.972,2743819204.2650003,-30078968.707,0.006310143051995953,0.133071448558564
-0.562,2743819204.265,2688884019.021,-54935185.244,0.011888999282711504,0.13938159161056005
2.173,2688884019.021,2802223283.953,113339264.932,-0.02401750298274316,0.15127059089327155
-2.632,2802223283.953,1147204062.937,-1655019221.016,0.8220190781237995,0.1272530879105284
-2.676,1147204062.938,1129378813.418,-17825249.52,0.021967345169652597,0.9492721660331147
-1.776,1129378813.418,1125948611.705,-3430201.713,0.004307087774242602,0.9712395112027673
-2.099,1125948611.705,1123762807.3839998,-2185804.321,0.0027582925409261883,0.9755465989770099
0.315,1123762807.384,1126763737.362,3000929.978,-0.003784169795359449,0.9783048915179358
0.339,1126763737.363,1126878012.638,114275.275,-0.0001437026501026617,0.9745207217213187
1.103,1126878012.638,1310865105.426,183987092.788,-0.19887249303684307,0.974377019071216
-2.877,1310865105.426,1123292595.255,-187572510.171,0.20339513478687798,0.7755045260343729
2.191,1123292595.255,2449312998.32,1326020403.065,-0.7695472528239187,0.9788996608212509
-0.775,2449312998.32,2144112214.256,-305200784.064,0.09279319232654493,0.2093524079973323
-1.287,2144112214.257,1330742820.6430001,-813369393.614,0.45516457346375844,0.30214560032352983
-1.866,1330742820.642,1160065891.7419999,-170676928.9,0.17653072262891256,0.75731017378819
-1.068,1160065891.743,1158037358.286,-2028533.457,0.0024110111351915986,0.9338408964159158
-1.904,1158037358.285,1145160551.509,-12876806.776,0.015503919290370094,0.9362519075522978
2.564,1145160551.509,2596701150.858,1451540599.349,-0.7794048554727464,0.9517558268426679
2.028,2596701150.858,2677051843.1169996,80350692.259,-0.01845581123542303,0.17235097136992156
-0.584,2677051843.117,2593989984.605,-83061858.512,0.019098481422205188,0.15389516013449844
-2.459,2593989984.605,1146838310.134,-1447151674.471,0.7767224059965752,0.17299364155670363
1.459,1146838310.134,1783690115.9490001,636851805.815,-0.49709461182855774,0.9497160475532788
-0.182,1783690115.949,1772058360.9699998,-11631754.979,0.005875841708474716,0.4526214357247212
1.443,1772058360.97,1839601468.738,67543107.768,-0.0330827451837547,0.4584972774331958
-2.998,1839601468.738,1137763214.409,-701838254.329,0.5354065367932128,0.4254145322494411
2.516,1137763214.409,2609152253.8190002,1471389039.41,-0.7914044259607815,0.960821069042654
1.683,2609152253.818,2655018216.743,45865962.925,-0.0105717249865582,0.1694166430821071
2.14,2655018216.744,2721986505.752,66968289.008,-0.014795784562532582,0.15884491809532242
-2.343,2721986505.752,1157410756.3969998,-1564575749.355,0.7929492294535492,0.14404913353278984
1.066,1157410756.397,1333060500.2840002,175649743.887,-0.18177427267440627,0.9369983629863387
-2.242,1333060500.284,1140081857.8769999,-192978642.407,0.20274288442360433,0.7552240903119327
2.427,1140081857.877,2578228280.1990004,1438146422.322,-0.7812103196063769,0.9579669747355367
0.754,2578228280.199,2557085331.855,-21142948.344,0.0051206044452944965,0.17675665512916003
1.675,2557085331.855,2615958918.981,58873587.126,-0.014052921694467813,0.18187725957445453
2.073,2615958918.981,2673707429.564,57748510.583,-0.013183121484926869,0.1678243378799867
-1.989,2673707429.565,1173405928.0470002,-1500301501.518,0.7635520580805356,0.15464121639483655
1.367,1173405928.047,1717793940.31,544388012.263,-0.4312324937232487,0.9181932744753725
1.336,1717793940.31,1765222729.184,47428788.874,-0.024974323130411036,0.4869607807521238
1.992,1765222729.184,2420309787.551,655087058.367,-0.2448222138749523,0.46198645762171275
-1.733,2420309787.551,1205084250.4520001,-1215225537.099,0.665259045982101,0.21716424374676047
2.345,1205084250.453,2546580133.874,1341495883.421,-0.6979701601436864,0.8824232897277622
-0.546,2546580133.874,2478391523.901,-68188609.973,0.017250704841592635,0.1844531295840758
-2.253,2478391523.901,1164452750.874,-1313938773.027,0.7269517913527497,0.20170383442566844
-2.616,1164452750.874,1140728868.711,-23723882.163,0.028516992638312644,0.9286556257784181
1.674,1140728868.711,2033230096.076,892501227.365,-0.6144154515469893,0.9571726184167307
2.922,2033230096.075,2680823200.38,647593104.305,-0.18970107054470328,0.3427571668701277
2.259,2680823200.38,2740478720.525,59655520.145,-0.012965172465091851,0.1530560963254244
1.002,2740478720.525,2738973747.6210003,-1504972.904,0.0003201375713536292,0.14009092386033256
1.258,2738973747.621,2730114528.304,-8859219.317,0.001891685723918124,0.14041106143168625
