# pulseAmplitude,deltaCpos (at 0.65 V),CposInitial
-1.760000000000000009e+00,6.653227056703026821e-15,1.291062575546501455e-12
-1.760000000000000009e+00,-1.625778792987876532e-15,1.284409348489798428e-12
-1.760000000000000009e+00,4.907995214648966513e-16,1.286035127282786305e-12
-1.760000000000000009e+00,1.549159721821672473e-14,1.285544327761321408e-12
-1.760000000000000009e+00,-1.154987947434313676e-14,1.270052730543104683e-12
-1.760000000000000009e+00,1.768540265474880155e-14,1.281602610017447820e-12
-1.760000000000000009e+00,-3.184504532882068952e-15,1.263917207362699018e-12
-1.760000000000000009e+00,-4.017141823736918458e-14,1.267101711895581087e-12
-1.760000000000000009e+00,7.378865364205630459e-15,1.307273130132950272e-12
-1.760000000000000009e+00,2.622580833699262199e-15,1.299894264768744641e-12
-1.760000000000000009e+00,2.966998219080647437e-14,1.297271683935045379e-12
-1.816000000000000059e+00,-1.280051644542311722e-14,1.267601701744238905e-12
-1.816000000000000059e+00,-3.277660523598183206e-14,1.280402218189662022e-12
-1.816000000000000059e+00,1.771091065714363363e-14,1.313178823425643854e-12
-1.816000000000000059e+00,-1.031461240913980413e-14,1.295467912768500220e-12
-1.816000000000000059e+00,1.028682835172264922e-14,1.305782525177640025e-12
-1.816000000000000059e+00,1.662201679216520945e-14,1.295495696825917375e-12
-1.816000000000000059e+00,-2.995552967766056940e-14,1.278873680033752166e-12
-1.816000000000000059e+00,1.497798515984026467e-14,1.308829209711412735e-12
-1.816000000000000059e+00,-8.944960039594078308e-15,1.293851224551572471e-12
-1.816000000000000059e+00,-2.153198580701568695e-14,1.302796184591166549e-12
-1.816000000000000059e+00,3.221355707340695863e-14,1.324328170398182236e-12
-1.816000000000000059e+00,9.052066977247367825e-16,1.292114613324775277e-12
-1.816000000000000059e+00,-4.848171127603319720e-16,1.291209406627050541e-12
-1.816000000000000059e+00,3.034472084539323574e-16,1.291694223739810872e-12
-1.816000000000000059e+00,1.019687086156259640e-14,1.291390776531356940e-12
-1.816000000000000059e+00,-2.447146417384281471e-14,1.281193905669794344e-12
-1.816000000000000059e+00,3.160131372458105655e-15,1.305665369843637158e-12
-1.816000000000000059e+00,7.637784616097288155e-15,1.302505238471179053e-12
-1.816000000000000059e+00,-2.283434872151633128e-15,1.294867453855081765e-12
-1.816000000000000059e+00,2.342914628676093236e-14,1.297150888727233398e-12
-1.872000000000000108e+00,-2.704575570488590102e-14,1.273721742440472465e-12
-1.872000000000000108e+00,-1.251346315480301259e-14,1.300767498145358366e-12
-1.872000000000000108e+00,4.298507905592259976e-14,1.313280961300161379e-12
-1.872000000000000108e+00,-5.997357525620206926e-15,1.270295882244238779e-12
-1.872000000000000108e+00,-3.236112174459224691e-14,1.276293239769858986e-12
-1.872000000000000108e+00,-3.510408064688946361e-15,1.308654361514451233e-12
-1.872000000000000108e+00,-2.278061319490035684e-15,1.312164769579140179e-12
-1.872000000000000108e+00,2.679813564403024425e-14,1.314442830898630215e-12
-1.872000000000000108e+00,-1.921120988294550964e-14,1.287644695254599971e-12
-1.872000000000000108e+00,1.431439036409759855e-14,1.306855905137545481e-12
-1.872000000000000108e+00,7.196870667059953677e-15,1.292541514773447882e-12
-1.872000000000000108e+00,-6.704023246924242995e-15,1.285344644106387928e-12
-1.872000000000000108e+00,7.905128395115494189e-15,1.292048667353312171e-12
-1.872000000000000108e+00,5.018562449591955777e-15,1.284143538958196677e-12
-1.872000000000000108e+00,2.072156167163842338e-15,1.279124976508604721e-12
-1.872000000000000108e+00,-5.308834876277851163e-15,1.277052820341440879e-12
-1.872000000000000108e+00,-1.988030131782986473e-14,1.282361655217718730e-12
-1.872000000000000108e+00,6.035938281210211567e-15,1.302241956535548595e-12
-1.872000000000000108e+00,5.526133018923383122e-15,1.296206018254338383e-12
-1.872000000000000108e+00,-1.594868131795724311e-14,1.290679885235415000e-12
-1.929000000000000048e+00,1.620220378347820821e-14,1.306628566553372243e-12
-1.929000000000000048e+00,-1.269841456367974617e-14,1.290426362769894035e-12
-1.929000000000000048e+00,-1.438387251012072363e-14,1.303124777333573781e-12
-1.929000000000000048e+00,3.970156789724163340e-15,1.317508649843694505e-12
-1.929000000000000048e+00,9.648398883407096322e-15,1.313538493053970342e-12
-1.929000000000000048e+00,-3.799009515335530415e-16,1.303890094170563245e-12
-1.929000000000000048e+00,-7.431218959913636569e-15,1.304269995122096798e-12
-1.929000000000000048e+00,-4.178254436851289693e-15,1.311701214082010435e-12
-1.929000000000000048e+00,2.000638687989117687e-14,1.315879468518861725e-12
-1.929000000000000048e+00,-7.928186671647997249e-15,1.295873081638970548e-12
-1.929000000000000048e+00,6.323445694861044340e-15,1.303801268310618545e-12
-1.929000000000000048e+00,-3.771547453412785812e-15,1.297477822615757501e-12
-1.929000000000000048e+00,3.684562229417679105e-15,1.301249370069170286e-12
-1.929000000000000048e+00,6.007700320468850132e-15,1.297564807839752607e-12
-1.929000000000000048e+00,-2.148190409088706138e-15,1.291557107519283757e-12
-1.929000000000000048e+00,3.576486020330255621e-15,1.293705297928372463e-12
-1.929000000000000048e+00,3.160996961932753044e-15,1.290128811908042208e-12
-1.929000000000000048e+00,-7.458738625173567975e-15,1.286967814946109455e-12
-1.929000000000000048e+00,4.509182811788364953e-15,1.294426553571283023e-12
-1.929000000000000048e+00,2.055138554789307525e-14,1.289917370759494658e-12
-1.985000000000000098e+00,-2.388981130916072509e-14,1.269365985211601582e-12
-1.985000000000000098e+00,1.276378954492537924e-14,1.293255796520762308e-12
-1.985000000000000098e+00,-1.486467446831519367e-14,1.280492006975836928e-12
-1.985000000000000098e+00,-2.316958262473575923e-14,1.295356681444152122e-12
-1.985000000000000098e+00,9.043274851457872377e-15,1.318526264068887881e-12
-1.985000000000000098e+00,3.558964252195167753e-15,1.309482989217430009e-12
-1.985000000000000098e+00,-4.717964458980824681e-15,1.305924024965234841e-12
-1.985000000000000098e+00,1.427846730317097941e-15,1.310641989424215666e-12
-1.985000000000000098e+00,1.196002095141547961e-14,1.309214142693898568e-12
-1.985000000000000098e+00,-1.057699850769753902e-14,1.297254121742483088e-12
-1.985000000000000098e+00,2.145777415001226446e-14,1.307831120250180627e-12
-1.985000000000000098e+00,-5.415940380670284989e-15,1.286373346100168363e-12
-1.985000000000000098e+00,-5.873351688996151194e-15,1.291789286480838648e-12
-1.985000000000000098e+00,6.215255355669563829e-15,1.297662638169834799e-12
-1.985000000000000098e+00,1.750723700546899420e-14,1.291447382814165235e-12
-1.985000000000000098e+00,-1.836977590285645354e-14,1.273940145808696241e-12
-1.985000000000000098e+00,2.452198726058363521e-15,1.292309921711552694e-12
-1.985000000000000098e+00,-2.734919273035370323e-15,1.289857722985494331e-12
-1.985000000000000098e+00,1.170521933064163642e-14,1.292592642258529701e-12
-1.985000000000000098e+00,-1.186627311925593976e-14,1.280887422927888065e-12
-2.040999999999999925e+00,-5.577996886319224800e-15,1.292753696047144005e-12
-2.040999999999999925e+00,-6.427177218004223869e-15,1.298331692933463229e-12
-2.040999999999999925e+00,-2.545124927904057838e-15,1.304758870151467453e-12
-2.040999999999999925e+00,-1.273490526131004253e-14,1.307303995079371511e-12
-2.040999999999999925e+00,3.656294124922730428e-15,1.320038900340681554e-12
-2.040999999999999925e+00,4.718866004462699766e-15,1.316382606215758823e-12
-2.040999999999999925e+00,-7.052421955918640324e-15,1.311663740211296123e-12
-2.040999999999999925e+00,4.140393403475609203e-14,1.318716162167214764e-12
-2.040999999999999925e+00,-3.555695390890091141e-14,1.277312228132458672e-12
-2.040999999999999925e+00,-3.886088920197884379e-15,1.312869182041359583e-12
-2.040999999999999925e+00,1.071673354022189894e-14,1.316755270961557467e-12
-2.040999999999999925e+00,8.254280835961103497e-15,1.306038537421335569e-12
-2.040999999999999925e+00,2.596378169501992240e-15,1.297784256585374465e-12
-2.040999999999999925e+00,1.003383076410520124e-14,1.295187878415872473e-12
-2.040999999999999925e+00,-5.624786593676284555e-15,1.285154047651767272e-12
-2.040999999999999925e+00,1.174706819430280052e-14,1.290778834245443556e-12
-2.040999999999999925e+00,-8.100948637874939152e-15,1.279031766051140756e-12
-2.040999999999999925e+00,-7.062457539559203098e-15,1.287132714689015695e-12
-2.040999999999999925e+00,1.596809913038366431e-15,1.294195172228574898e-12
-2.040999999999999925e+00,5.768768593174331631e-15,1.292598362315536531e-12
-2.096999999999999975e+00,1.636882640453853179e-15,1.286829593722362200e-12
-2.096999999999999975e+00,-1.228700924940459085e-14,1.285192711081908347e-12
-2.096999999999999975e+00,-2.080074676993554061e-14,1.297479720331312937e-12
-2.096999999999999975e+00,3.295485888284031284e-15,1.318280467101248478e-12
-2.096999999999999975e+00,2.722044545666142865e-15,1.314984981212964447e-12
-2.096999999999999975e+00,6.782964245061287495e-15,1.312262936667298304e-12
-2.096999999999999975e+00,-7.208859685926382450e-15,1.305479972422237016e-12
-2.096999999999999975e+00,1.524863664523846933e-15,1.312688832108163399e-12
-2.096999999999999975e+00,1.190863925378215290e-15,1.311163968443639552e-12
-2.096999999999999975e+00,-9.572962917485913234e-16,1.309973104518261337e-12
-2.096999999999999975e+00,-6.707621777106748103e-15,1.310930400810009928e-12
-2.096999999999999975e+00,-1.942444095338098011e-16,1.317638022587116676e-12
-2.096999999999999975e+00,9.488328776790188402e-15,1.317832266996650486e-12
-2.096999999999999975e+00,-6.786728819224499987e-16,1.308343938219860297e-12
-2.096999999999999975e+00,6.082744763734558090e-15,1.309022611101782747e-12
-2.096999999999999975e+00,-1.960940503468428700e-16,1.302939866338048189e-12
-2.096999999999999975e+00,8.416455485535119379e-15,1.303135960388395032e-12
-2.096999999999999975e+00,1.256675262164975236e-14,1.294719504902859913e-12
-2.096999999999999975e+00,-1.541285199061666836e-14,1.282152752281210161e-12
-2.096999999999999975e+00,4.969186436127050745e-15,1.297565604271826829e-12
-2.153000000000000025e+00,-1.536277993790236042e-14,1.292596417835699778e-12
-2.153000000000000025e+00,6.442631365659908258e-15,1.307959197773602139e-12
-2.153000000000000025e+00,-2.275270511761379968e-14,1.301516566407942230e-12
-2.153000000000000025e+00,3.602003032334213390e-14,1.324269271525556030e-12
-2.153000000000000025e+00,1.982586144197900866e-16,1.288249241202213896e-12
-2.153000000000000025e+00,-2.990617130842079389e-14,1.288050982587794106e-12
-2.153000000000000025e+00,2.296436816331511538e-14,1.317957153896214900e-12
-2.153000000000000025e+00,-2.597596905754251221e-15,1.294992785732899785e-12
-2.153000000000000025e+00,2.378053127889500749e-14,1.297590382638654036e-12
-2.153000000000000025e+00,-1.239180015437777166e-14,1.273809851359759028e-12
-2.153000000000000025e+00,-8.745460008778517437e-15,1.286201651514136800e-12
-2.153000000000000025e+00,8.715047357231812897e-15,1.294947111522915317e-12
-2.153000000000000025e+00,-2.385110327385886062e-14,1.286232064165683504e-12
-2.153000000000000025e+00,1.058426488812533640e-14,1.310083167439542365e-12
-2.153000000000000025e+00,6.153034919956284897e-15,1.299498902551417029e-12
-2.153000000000000025e+00,-2.108984834908581003e-15,1.293345867631460744e-12
-2.153000000000000025e+00,6.829152918749196755e-15,1.295454852466369325e-12
-2.153000000000000025e+00,-9.956750302043134629e-15,1.288625699547620128e-12
-2.153000000000000025e+00,1.286529852370418207e-15,1.298582449849663263e-12
-2.153000000000000025e+00,-2.057369524204893513e-15,1.297295919997292844e-12
-2.209000000000000075e+00,-1.440582532043206788e-14,1.299353289521497738e-12
-2.209000000000000075e+00,9.103813136738645630e-15,1.313759114841929806e-12
-2.209000000000000075e+00,-4.085015063267104877e-15,1.304655301705191160e-12
-2.209000000000000075e+00,-1.299348608787235887e-14,1.308740316768458265e-12
-2.209000000000000075e+00,9.792497385059062949e-15,1.321733802856330624e-12
-2.209000000000000075e+00,2.251345465282273185e-15,1.311941305471271561e-12
-2.209000000000000075e+00,3.719399738140351627e-15,1.309689960005989288e-12
-2.209000000000000075e+00,-1.127239596989263431e-14,1.305970560267848936e-12
-2.209000000000000075e+00,8.063965216899898162e-15,1.317242956237741570e-12
-2.209000000000000075e+00,-8.643473635346908040e-15,1.309178991020841672e-12
-2.209000000000000075e+00,7.320570972734611941e-15,1.317822464656188580e-12
-2.209000000000000075e+00,4.942506515584157572e-15,1.310501893683453968e-12
-2.209000000000000075e+00,3.107420499612908541e-15,1.305559387167869811e-12
-2.209000000000000075e+00,2.792128219301970312e-15,1.302451966668256902e-12
-2.209000000000000075e+00,1.419967041946665250e-14,1.299659838448954932e-12
-2.209000000000000075e+00,-4.803031228485703440e-15,1.285460168029488280e-12
-2.209000000000000075e+00,-7.272405165832792823e-15,1.290263199257973983e-12
-2.209000000000000075e+00,-8.019301288163157629e-15,1.297535604423806776e-12
-2.209000000000000075e+00,4.770606704729753835e-15,1.305554905711969933e-12
-2.209000000000000075e+00,-5.644243931636210787e-15,1.300784299007240180e-12
-2.265000000000000124e+00,-1.054945400638939502e-14,1.306428542938876390e-12
-2.265000000000000124e+00,-3.428947393773323176e-15,1.316977996945265785e-12
-2.265000000000000124e+00,1.208400128049494681e-14,1.320406944339039109e-12
-2.265000000000000124e+00,4.178971876001664615e-15,1.308322943058544162e-12
-2.265000000000000124e+00,4.553408789349527573e-15,1.304143971182542497e-12
-2.265000000000000124e+00,4.056359811024049867e-15,1.299590562393192970e-12
-2.265000000000000124e+00,-3.733045286954251675e-15,1.295534202582168920e-12
-2.265000000000000124e+00,-1.167374449679266217e-14,1.299267247869123171e-12
-2.265000000000000124e+00,9.766169803252019847e-15,1.310940992365915834e-12
-2.265000000000000124e+00,-7.524401474144972088e-15,1.301174822562663814e-12
-2.265000000000000124e+00,2.577600532956753046e-15,1.308699224036808786e-12
-2.265000000000000124e+00,-2.035154347120973194e-15,1.306121623503852033e-12
-2.265000000000000124e+00,4.515210598685101547e-15,1.308156777850973006e-12
-2.265000000000000124e+00,1.296625249193869664e-14,1.303641567252287904e-12
-2.265000000000000124e+00,-2.529369845917608081e-15,1.290675314760349208e-12
-2.265000000000000124e+00,-1.243555940617907152e-14,1.293204684606266816e-12
-2.265000000000000124e+00,4.515053503544118577e-15,1.305640244012445887e-12
-2.265000000000000124e+00,9.826295160452653544e-15,1.301125190508901769e-12
-2.265000000000000124e+00,3.271469400050148280e-15,1.291298895348449115e-12
-2.265000000000000124e+00,-1.124033828179983374e-14,1.288027425948398967e-12
-2.321000000000000174e+00,-1.550828857248088439e-14,1.299267764230198801e-12
-2.321000000000000174e+00,1.196793688209044742e-15,1.314776052802679685e-12
-2.321000000000000174e+00,5.189914336794385580e-15,1.313579259114470640e-12
-2.321000000000000174e+00,-1.214096673103462613e-14,1.308389344777676255e-12
-2.321000000000000174e+00,5.014091550880500420e-15,1.320530311508710881e-12
-2.321000000000000174e+00,8.004972577380049281e-15,1.315516219957830380e-12
-2.321000000000000174e+00,-1.870954846550864643e-14,1.307511247380450331e-12
-2.321000000000000174e+00,9.591471020396718393e-15,1.326220795845958978e-12
-2.321000000000000174e+00,-7.363361881016671569e-15,1.316629324825562259e-12
-2.321000000000000174e+00,1.452043495280380400e-14,1.323992686706578931e-12
-2.321000000000000174e+00,4.565425110716826671e-15,1.309472251753775127e-12
-2.321000000000000174e+00,-2.084481325996702936e-15,1.304906826643058300e-12
-2.321000000000000174e+00,-4.910004974349594836e-15,1.306991307969055003e-12
-2.321000000000000174e+00,1.258752804703513414e-14,1.311901312943404598e-12
-2.321000000000000174e+00,-6.926906206269169393e-15,1.299313784896369464e-12
-2.321000000000000174e+00,1.164522099029946121e-14,1.306240691102638633e-12
-2.321000000000000174e+00,-2.677549684170228325e-15,1.294595470112339172e-12
-2.321000000000000174e+00,-2.500481458043713791e-15,1.297273019796509400e-12
-2.321000000000000174e+00,2.874252191781233048e-15,1.299773501254553114e-12
-2.321000000000000174e+00,-3.979065806991160019e-15,1.296899249062771881e-12
-2.378000000000000114e+00,-1.780343877244041523e-14,1.300878314869763041e-12
-2.378000000000000114e+00,9.642379300689421472e-16,1.318681753642203456e-12
-2.378000000000000114e+00,-9.727636471394899628e-16,1.317717515712134514e-12
-2.378000000000000114e+00,1.300637707379439283e-14,1.318690279359274004e-12
-2.378000000000000114e+00,-1.094237885938251078e-14,1.305683902285479611e-12
-2.378000000000000114e+00,-1.124436351932880688e-14,1.316626281144862122e-12
-2.378000000000000114e+00,9.761498935361004791e-15,1.327870644664190929e-12
-2.378000000000000114e+00,3.558304268956422492e-14,1.318109145728829924e-12
-2.378000000000000114e+00,-3.722567737183313283e-14,1.282526103039265699e-12
-2.378000000000000114e+00,-1.094150100997743998e-14,1.319751780411098832e-12
-2.378000000000000114e+00,1.841703918490363999e-14,1.330693281421076272e-12
-2.378000000000000114e+00,-3.185243819486392946e-15,1.312276242236172632e-12
-2.378000000000000114e+00,1.659765019014310113e-14,1.315461486055659025e-12
-2.378000000000000114e+00,-1.070949730598783122e-14,1.298863835865515924e-12
-2.378000000000000114e+00,1.684458099981621068e-14,1.309573333171503755e-12
-2.378000000000000114e+00,-4.712052495763910875e-15,1.292728752171687544e-12
-2.378000000000000114e+00,-1.059528242429180804e-15,1.297440804667451455e-12
-2.378000000000000114e+00,6.753278786358688447e-15,1.298500332909880636e-12
-2.378000000000000114e+00,-9.237036749934971538e-15,1.291747054123521948e-12
-2.378000000000000114e+00,6.585510548605315115e-15,1.300984090873456919e-12
-2.434000000000000163e+00,-1.812165195699469414e-14,1.294398580324851604e-12
-2.434000000000000163e+00,7.259714496881194002e-15,1.312520232281846298e-12
-2.434000000000000163e+00,7.271452885736350900e-15,1.305260517784965104e-12
-2.434000000000000163e+00,-2.237780422337750728e-14,1.297989064899228753e-12
-2.434000000000000163e+00,1.177106242515112719e-14,1.320366869122606261e-12
-2.434000000000000163e+00,1.072164114276136205e-14,1.308595806697455133e-12
-2.434000000000000163e+00,2.440092389941590509e-15,1.297874165554693771e-12
-2.434000000000000163e+00,-1.687649324384101427e-15,1.295434073164752181e-12
-2.434000000000000163e+00,9.321141899398109671e-15,1.297121722489136282e-12
-2.434000000000000163e+00,-2.341851426402148865e-14,1.287800580589738173e-12
-2.434000000000000163e+00,1.104736309077006151e-14,1.311219094853759661e-12
-2.434000000000000163e+00,1.249024566392571479e-14,1.300171731762989600e-12
-2.434000000000000163e+00,-2.624651597384617920e-15,1.287681486099063885e-12
-2.434000000000000163e+00,-2.150012773431814627e-15,1.290306137696448503e-12
-2.434000000000000163e+00,-9.436677049264749171e-15,1.292456150469880317e-12
-2.434000000000000163e+00,9.807534332990317923e-15,1.301892827519145067e-12
-2.434000000000000163e+00,-9.191982769989427113e-15,1.292085293186154749e-12
-2.434000000000000163e+00,9.619628166477575146e-16,1.301277275956144176e-12
-2.434000000000000163e+00,-5.134647774628543868e-15,1.300315313139496418e-12
-2.434000000000000163e+00,1.816918021602569263e-15,1.305449960914124962e-12
-2.490000000000000213e+00,-7.255207281739359713e-16,1.303633042892522393e-12
-2.490000000000000213e+00,-9.315875170392992663e-15,1.304358563620696329e-12
-2.490000000000000213e+00,-3.954138956077150307e-15,1.313674438791089322e-12
-2.490000000000000213e+00,1.281090928711896941e-15,1.317628577747166472e-12
-2.490000000000000213e+00,1.294889788307278424e-14,1.316347486818454575e-12
-2.490000000000000213e+00,-7.861554908019028294e-15,1.303398588935381791e-12
-2.490000000000000213e+00,-1.163647202173350208e-14,1.311260143843400819e-12
-2.490000000000000213e+00,3.535870540535511586e-14,1.322896615865134321e-12
-2.490000000000000213e+00,-1.928097893871040626e-14,1.287537910459779205e-12
-2.490000000000000213e+00,1.890052301531194238e-14,1.306818889398489611e-12
-2.490000000000000213e+00,-1.035543717403849355e-14,1.287918366383177669e-12
-2.490000000000000213e+00,5.692315077833729844e-15,1.298273803557216163e-12
-2.490000000000000213e+00,-1.128693116508119702e-14,1.292581488479382433e-12
-2.490000000000000213e+00,-2.930520588317393641e-15,1.303868419644463630e-12
-2.490000000000000213e+00,3.293001470798209101e-15,1.306798940232781023e-12
-2.490000000000000213e+00,9.211795724251661598e-15,1.303505938761982814e-12
-2.490000000000000213e+00,-1.412574334981828751e-14,1.294294143037731153e-12
-2.490000000000000213e+00,1.120081355085345838e-14,1.308419886387549440e-12
-2.490000000000000213e+00,-7.706855360697615742e-15,1.297219072836695982e-12
-2.490000000000000213e+00,8.610834635552681760e-15,1.304925928197393598e-12
-2.545999999999999819e+00,-2.862616568527266688e-14,1.296315093561840916e-12
-2.545999999999999819e+00,4.566801886356730742e-16,1.324941259247113583e-12
-2.545999999999999819e+00,3.158402678629375987e-15,1.324484579058477910e-12
-2.545999999999999819e+00,7.111562472128143475e-15,1.321326176379848534e-12
-2.545999999999999819e+00,-3.449618662145111277e-15,1.314214613907720390e-12
-2.545999999999999819e+00,-1.251003169236283480e-15,1.317664232569865501e-12
-2.545999999999999819e+00,1.780093878167104279e-14,1.318915235739101785e-12
-2.545999999999999819e+00,9.501555140105775012e-15,1.301114296957430742e-12
-2.545999999999999819e+00,5.212561648972715490e-15,1.291612741817324967e-12
-2.545999999999999819e+00,4.342960058391491177e-16,1.286400180168352252e-12
-2.545999999999999819e+00,-1.421801394293920990e-14,1.285965884162513103e-12
-2.545999999999999819e+00,8.124840787922508339e-15,1.300183898105452312e-12
-2.545999999999999819e+00,-5.652931433197440085e-15,1.292059057317529804e-12
-2.545999999999999819e+00,-4.198163264494086707e-15,1.297711988750727244e-12
-2.545999999999999819e+00,6.700537776751761308e-15,1.301910152015221331e-12
-2.545999999999999819e+00,-1.295977463942866780e-14,1.295209614238469570e-12
-2.545999999999999819e+00,-5.598932187859726535e-15,1.308169388877898237e-12
-2.545999999999999819e+00,9.289767465869874500e-15,1.313768321065757964e-12
-2.545999999999999819e+00,7.406503561963779392e-15,1.304478553599888089e-12
-2.545999999999999819e+00,-1.077869261258680699e-14,1.297072050037924310e-12
-2.601999999999999869e+00,-1.181522789849207472e-14,1.307850742650511117e-12
-2.601999999999999869e+00,-5.770329014132696551e-15,1.319665970549003192e-12
-2.601999999999999869e+00,6.794255136716321687e-15,1.325436299563135888e-12
-2.601999999999999869e+00,9.659860010596818975e-15,1.318642044426419567e-12
-2.601999999999999869e+00,2.524726609170521244e-14,1.308982184415822748e-12
-2.601999999999999869e+00,-4.073168149573840671e-14,1.283734918324117535e-12
-2.601999999999999869e+00,1.029725841865986012e-15,1.324466599819855942e-12
-2.601999999999999869e+00,8.984560759254781306e-15,1.323436873977989956e-12
-2.601999999999999869e+00,1.442194065914065052e-14,1.314452313218735175e-12
-2.601999999999999869e+00,1.370338381049473799e-14,1.300030372559594524e-12
-2.601999999999999869e+00,-2.634142855104000387e-15,1.286326988749099786e-12
-2.601999999999999869e+00,-3.061900630590997434e-15,1.288961131604203786e-12
-2.601999999999999869e+00,1.425242158639408868e-14,1.292023032234794784e-12
-2.601999999999999869e+00,-2.749451978463280513e-14,1.277770610648400695e-12
-2.601999999999999869e+00,6.591933432416262792e-15,1.305265130433033500e-12
-2.601999999999999869e+00,-1.000035418712137331e-14,1.298673197000617238e-12
-2.601999999999999869e+00,3.723364883557518658e-16,1.308673551187738611e-12
-2.601999999999999869e+00,3.253530575265815883e-15,1.308301214699382859e-12
-2.601999999999999869e+00,1.010781792073043058e-14,1.305047684124117043e-12
-2.601999999999999869e+00,-1.316278195226352289e-14,1.294939866203386612e-12
-2.657999999999999918e+00,-1.827033173485877348e-14,1.308102648155650135e-12
-2.657999999999999918e+00,1.499066157903950054e-15,1.326372979890508909e-12
-2.657999999999999918e+00,3.112428059760028833e-15,1.324873913732604959e-12
-2.657999999999999918e+00,9.067934146596772657e-15,1.321761485672844930e-12
-2.657999999999999918e+00,-1.970236383933199045e-15,1.312693551526248157e-12
-2.657999999999999918e+00,-2.062435404645573159e-15,1.314663787910181356e-12
-2.657999999999999918e+00,7.033773783133287689e-15,1.316726223314826930e-12
-2.657999999999999918e+00,3.980082022712703534e-15,1.309692449531693642e-12
-2.657999999999999918e+00,2.106120983178293189e-15,1.305712367508980938e-12
-2.657999999999999918e+00,5.591936522598952483e-16,1.303606246525802645e-12
-2.657999999999999918e+00,3.966645353069275481e-15,1.303047052873542750e-12
-2.657999999999999918e+00,6.755122401258298191e-15,1.299080407520473474e-12
-2.657999999999999918e+00,-1.575873321700540650e-15,1.292325285119215176e-12
-2.657999999999999918e+00,-6.459292859469339151e-15,1.293901158440915717e-12
-2.657999999999999918e+00,3.161095783881205911e-15,1.300360451300385056e-12
-2.657999999999999918e+00,-1.235079434428554493e-14,1.297199355516503850e-12
-2.657999999999999918e+00,8.850175455749060311e-15,1.309550149860789395e-12
-2.657999999999999918e+00,3.837305832525389872e-15,1.300699974405040335e-12
-2.657999999999999918e+00,-5.761321382478592342e-15,1.296862668572514945e-12
-2.657999999999999918e+00,2.376625159228134521e-15,1.302623989954993537e-12
-2.713999999999999968e+00,-1.754598158831501608e-14,1.300247364795765403e-12
-2.713999999999999968e+00,4.342297177191708909e-15,1.317793346384080419e-12
-2.713999999999999968e+00,-1.296921448569698617e-14,1.313451049206888710e-12
-2.713999999999999968e+00,1.445548667038726360e-14,1.326420263692585696e-12
-2.713999999999999968e+00,-5.823578415093831205e-15,1.311964777022198432e-12
-2.713999999999999968e+00,-1.819735202772961985e-15,1.317788355437292264e-12
-2.713999999999999968e+00,-1.902865351646251877e-15,1.319608090640065226e-12
-2.713999999999999968e+00,-8.206404246046487313e-16,1.321510955991711477e-12
-2.713999999999999968e+00,2.707870204265303076e-14,1.322331596416316126e-12
-2.713999999999999968e+00,-2.624726296664260237e-14,1.295252894373663095e-12
-2.713999999999999968e+00,9.455059274911466520e-15,1.321500157340305698e-12
-2.713999999999999968e+00,-8.443269465930859547e-15,1.312045098065394231e-12
-2.713999999999999968e+00,1.042191661309497444e-14,1.320488367531325091e-12
-2.713999999999999968e+00,3.901010055709353042e-15,1.310066450918230116e-12
-2.713999999999999968e+00,-1.113144188012591299e-14,1.306165440862520763e-12
-2.713999999999999968e+00,2.302961774257594019e-14,1.317296882742646676e-12
-2.713999999999999968e+00,-6.155807070258880354e-15,1.294267265000070736e-12
-2.713999999999999968e+00,-6.828186538833946099e-15,1.300423072070329617e-12
-2.713999999999999968e+00,1.196754513903617159e-14,1.307251258609163563e-12
-2.713999999999999968e+00,-2.323944265882507050e-14,1.295283713470127391e-12
-2.770000000000000018e+00,1.204528545771715937e-15,1.318523156128952462e-12
-2.770000000000000018e+00,-7.954863854369071559e-16,1.317318627583180746e-12
-2.770000000000000018e+00,5.596151900820754237e-15,1.318114113968617653e-12
-2.770000000000000018e+00,-5.509680118358217165e-15,1.312517962067796899e-12
-2.770000000000000018e+00,-9.556090956908519651e-16,1.318027642186155116e-12
-2.770000000000000018e+00,-6.215992524353660028e-15,1.318983251281845968e-12
-2.770000000000000018e+00,1.076020216197886508e-14,1.325199243806199628e-12
-2.770000000000000018e+00,5.067583425746044271e-17,1.314439041644220763e-12
-2.770000000000000018e+00,-3.488219704515737779e-15,1.314388365809963302e-12
-2.770000000000000018e+00,1.200376998326520791e-14,1.317876585514479040e-12
-2.770000000000000018e+00,-8.555685441497684798e-15,1.305872815531213832e-12
-2.770000000000000018e+00,5.886950836869030578e-15,1.314428500972711517e-12
-2.770000000000000018e+00,1.033851677406755340e-14,1.308541550135842486e-12
-2.770000000000000018e+00,6.598239961213293034e-15,1.298203033361774933e-12
-2.770000000000000018e+00,1.620524519473543150e-16,1.291604793400561640e-12
-2.770000000000000018e+00,-1.737699376143346370e-14,1.291442740948614285e-12
-2.770000000000000018e+00,2.197150125623068803e-14,1.308819734710047749e-12
-2.770000000000000018e+00,-7.212275851960515460e-15,1.286848233453817061e-12
-2.770000000000000018e+00,-8.358004204236979577e-15,1.294060509305777577e-12
-2.770000000000000018e+00,5.638720997876271333e-15,1.302418513510014556e-12
-2.826999999999999957e+00,-7.565871367141473925e-15,1.296779792512138285e-12
